ARO_accession	Name	Lineage	Drug_name	PubChem_ID	Protein_accession	DNA_accession	Organism	Tax_ID
ARO:3002764	QnrB49	ARO:3002764=ARO:3000419@ARO:3000662#ARO:3000662	norfloxacin	4539	AFD54601.1	JQ582718	Citrobacter freundii	546
ARO:3002764	QnrB49	ARO:3002764=ARO:3000419@ARO:3000666#ARO:3000666	sparfloxacin	60464	AFD54601.1	JQ582718	Citrobacter freundii	546
ARO:3000567	tet(40)	ARO:3000567@ARO:0000051#ARO:0000051	tetracycline	5497101	AFK31666.1	JQ740052	Streptococcus suis	1307
ARO:3002763	QnrB48	ARO:3002763=ARO:3000419@ARO:0000036#ARO:0000036	ciprofloxacin	2764	AFH88686.1	JQ762640	Citrobacter freundii	546
ARO:3002763	QnrB48	ARO:3002763=ARO:3000419@ARO:0000071#ARO:0000071	levofloxacin	149096	AFH88686.1	JQ762640	Citrobacter freundii	546
ARO:3002763	QnrB48	ARO:3002763=ARO:3000419@ARO:0000074#ARO:0000074	moxifloxacin	152946	AFH88686.1	JQ762640	Citrobacter freundii	546
ARO:3002763	QnrB48	ARO:3002763=ARO:3000419@ARO:3000659#ARO:3000659	gatifloxacin	5379	AFH88686.1	JQ762640	Citrobacter freundii	546
ARO:3002763	QnrB48	ARO:3002763=ARO:3000419@ARO:3000661#ARO:3000661	nalidixic acid	4421	AFH88686.1	JQ762640	Citrobacter freundii	546
ARO:3002763	QnrB48	ARO:3002763=ARO:3000419@ARO:3000662#ARO:3000662	norfloxacin	4539	AFH88686.1	JQ762640	Citrobacter freundii	546
ARO:3002763	QnrB48	ARO:3002763=ARO:3000419@ARO:3000666#ARO:3000666	sparfloxacin	60464	AFH88686.1	JQ762640	Citrobacter freundii	546
ARO:3001313	facT	ARO:3001313@ARO:3001220#ARO:3001220	factumycin	54679292	AFK80333.1	JQ768046	Streptomyces sp. WAC5292	1194538
ARO:3002546	AAC(6')-Ib	ARO:3002546@ARO:0000052#ARO:0000052	tobramycin	36294	AFJ11384.1	JQ808129	Klebsiella pneumoniae	573
ARO:3002883	rgt1438	ARO:3002883@ARO:3000169#ARO:3000169	rifampin	5381226	AFO53532.1	JX028276	Streptomyces sp. WAC1438	1214076
ARO:3002883	rgt1438	ARO:3002883@ARO:3000517#ARO:3000517	rifaximin	6436173	AFO53532.1	JX028276	Streptomyces sp. WAC1438	1214076
ARO:3002883	rgt1438	ARO:3002883@ARO:3000530#ARO:3000530	rifabutin	6323490	AFO53532.1	JX028276	Streptomyces sp. WAC1438	1214076
ARO:3002883	rgt1438	ARO:3002883@ARO:3000534#ARO:3000534	rifapentine	6323497	AFO53532.1	JX028276	Streptomyces sp. WAC1438	1214076
ARO:3002769	QnrB56	ARO:3002769=ARO:3000419@ARO:0000036#ARO:0000036	ciprofloxacin	2764	AFR46587.1	JX259317	Citrobacter freundii	546
ARO:3002769	QnrB56	ARO:3002769=ARO:3000419@ARO:0000071#ARO:0000071	levofloxacin	149096	AFR46587.1	JX259317	Citrobacter freundii	546
ARO:3002769	QnrB56	ARO:3002769=ARO:3000419@ARO:0000074#ARO:0000074	moxifloxacin	152946	AFR46587.1	JX259317	Citrobacter freundii	546
ARO:3002769	QnrB56	ARO:3002769=ARO:3000419@ARO:3000659#ARO:3000659	gatifloxacin	5379	AFR46587.1	JX259317	Citrobacter freundii	546
ARO:3002769	QnrB56	ARO:3002769=ARO:3000419@ARO:3000661#ARO:3000661	nalidixic acid	4421	AFR46587.1	JX259317	Citrobacter freundii	546
ARO:3002769	QnrB56	ARO:3002769=ARO:3000419@ARO:3000662#ARO:3000662	norfloxacin	4539	AFR46587.1	JX259317	Citrobacter freundii	546
ARO:3002769	QnrB56	ARO:3002769=ARO:3000419@ARO:3000666#ARO:3000666	sparfloxacin	60464	AFR46587.1	JX259317	Citrobacter freundii	546
ARO:3002770	QnrB57	ARO:3002770=ARO:3000419@ARO:0000036#ARO:0000036	ciprofloxacin	2764	AFR46588.1	JX259318	Citrobacter freundii	546
ARO:3002770	QnrB57	ARO:3002770=ARO:3000419@ARO:0000071#ARO:0000071	levofloxacin	149096	AFR46588.1	JX259318	Citrobacter freundii	546
ARO:3002770	QnrB57	ARO:3002770=ARO:3000419@ARO:0000074#ARO:0000074	moxifloxacin	152946	AFR46588.1	JX259318	Citrobacter freundii	546
ARO:3002770	QnrB57	ARO:3002770=ARO:3000419@ARO:3000659#ARO:3000659	gatifloxacin	5379	AFR46588.1	JX259318	Citrobacter freundii	546
ARO:3002770	QnrB57	ARO:3002770=ARO:3000419@ARO:3000661#ARO:3000661	nalidixic acid	4421	AFR46588.1	JX259318	Citrobacter freundii	546
ARO:3002770	QnrB57	ARO:3002770=ARO:3000419@ARO:3000662#ARO:3000662	norfloxacin	4539	AFR46588.1	JX259318	Citrobacter freundii	546
ARO:3002770	QnrB57	ARO:3002770=ARO:3000419@ARO:3000666#ARO:3000666	sparfloxacin	60464	AFR46588.1	JX259318	Citrobacter freundii	546
ARO:3002771	QnrB58	ARO:3002771=ARO:3000419@ARO:0000036#ARO:0000036	ciprofloxacin	2764	AFR46589.1	JX259319	Citrobacter freundii	546
ARO:3002771	QnrB58	ARO:3002771=ARO:3000419@ARO:0000071#ARO:0000071	levofloxacin	149096	AFR46589.1	JX259319	Citrobacter freundii	546
ARO:3002771	QnrB58	ARO:3002771=ARO:3000419@ARO:0000074#ARO:0000074	moxifloxacin	152946	AFR46589.1	JX259319	Citrobacter freundii	546
ARO:3002771	QnrB58	ARO:3002771=ARO:3000419@ARO:3000659#ARO:3000659	gatifloxacin	5379	AFR46589.1	JX259319	Citrobacter freundii	546
ARO:3002771	QnrB58	ARO:3002771=ARO:3000419@ARO:3000661#ARO:3000661	nalidixic acid	4421	AFR46589.1	JX259319	Citrobacter freundii	546
ARO:3002771	QnrB58	ARO:3002771=ARO:3000419@ARO:3000662#ARO:3000662	norfloxacin	4539	AFR46589.1	JX259319	Citrobacter freundii	546
ARO:3002771	QnrB58	ARO:3002771=ARO:3000419@ARO:3000666#ARO:3000666	sparfloxacin	60464	AFR46589.1	JX259319	Citrobacter freundii	546
ARO:3002772	QnrB59	ARO:3002772=ARO:3000419@ARO:0000036#ARO:0000036	ciprofloxacin	2764	AFR46590.1	JX259320	Citrobacter freundii	546
ARO:3002772	QnrB59	ARO:3002772=ARO:3000419@ARO:0000071#ARO:0000071	levofloxacin	149096	AFR46590.1	JX259320	Citrobacter freundii	546
ARO:3002772	QnrB59	ARO:3002772=ARO:3000419@ARO:0000074#ARO:0000074	moxifloxacin	152946	AFR46590.1	JX259320	Citrobacter freundii	546
ARO:3002772	QnrB59	ARO:3002772=ARO:3000419@ARO:3000659#ARO:3000659	gatifloxacin	5379	AFR46590.1	JX259320	Citrobacter freundii	546
ARO:3002772	QnrB59	ARO:3002772=ARO:3000419@ARO:3000661#ARO:3000661	nalidixic acid	4421	AFR46590.1	JX259320	Citrobacter freundii	546
ARO:3002772	QnrB59	ARO:3002772=ARO:3000419@ARO:3000662#ARO:3000662	norfloxacin	4539	AFR46590.1	JX259320	Citrobacter freundii	546
ARO:3002772	QnrB59	ARO:3002772=ARO:3000419@ARO:3000666#ARO:3000666	sparfloxacin	60464	AFR46590.1	JX259320	Citrobacter freundii	546
ARO:3002734	QnrB19	ARO:3002734=ARO:3000419@ARO:0000036#ARO:0000036	ciprofloxacin	2764	AGK90303.1	JX298080	Escherichia coli	562
ARO:3002734	QnrB19	ARO:3002734=ARO:3000419@ARO:0000071#ARO:0000071	levofloxacin	149096	AGK90303.1	JX298080	Escherichia coli	562
ARO:3002734	QnrB19	ARO:3002734=ARO:3000419@ARO:0000074#ARO:0000074	moxifloxacin	152946	AGK90303.1	JX298080	Escherichia coli	562
ARO:3002734	QnrB19	ARO:3002734=ARO:3000419@ARO:3000659#ARO:3000659	gatifloxacin	5379	AGK90303.1	JX298080	Escherichia coli	562
ARO:3002734	QnrB19	ARO:3002734=ARO:3000419@ARO:3000661#ARO:3000661	nalidixic acid	4421	AGK90303.1	JX298080	Escherichia coli	562
ARO:3002734	QnrB19	ARO:3002734=ARO:3000419@ARO:3000662#ARO:3000662	norfloxacin	4539	AGK90303.1	JX298080	Escherichia coli	562
ARO:3002734	QnrB19	ARO:3002734=ARO:3000419@ARO:3000666#ARO:3000666	sparfloxacin	60464	AGK90303.1	JX298080	Escherichia coli	562
ARO:3002765	QnrB50	ARO:3002765=ARO:3000419@ARO:0000036#ARO:0000036	ciprofloxacin	2764	AFU25656.1	JX440357	Citrobacter freundii	546
ARO:3002765	QnrB50	ARO:3002765=ARO:3000419@ARO:0000071#ARO:0000071	levofloxacin	149096	AFU25656.1	JX440357	Citrobacter freundii	546
ARO:3002765	QnrB50	ARO:3002765=ARO:3000419@ARO:0000074#ARO:0000074	moxifloxacin	152946	AFU25656.1	JX440357	Citrobacter freundii	546
ARO:3002765	QnrB50	ARO:3002765=ARO:3000419@ARO:3000659#ARO:3000659	gatifloxacin	5379	AFU25656.1	JX440357	Citrobacter freundii	546
ARO:3002765	QnrB50	ARO:3002765=ARO:3000419@ARO:3000661#ARO:3000661	nalidixic acid	4421	AFU25656.1	JX440357	Citrobacter freundii	546
ARO:3002765	QnrB50	ARO:3002765=ARO:3000419@ARO:3000662#ARO:3000662	norfloxacin	4539	AFU25656.1	JX440357	Citrobacter freundii	546
ARO:3002765	QnrB50	ARO:3002765=ARO:3000419@ARO:3000666#ARO:3000666	sparfloxacin	60464	AFU25656.1	JX440357	Citrobacter freundii	546
ARO:3002762	QnrB47	ARO:3002762=ARO:3000419@ARO:0000036#ARO:0000036	ciprofloxacin	2764	AFU25658.1	JX440358	Citrobacter freundii	546
ARO:3002762	QnrB47	ARO:3002762=ARO:3000419@ARO:0000071#ARO:0000071	levofloxacin	149096	AFU25658.1	JX440358	Citrobacter freundii	546
ARO:3002762	QnrB47	ARO:3002762=ARO:3000419@ARO:0000074#ARO:0000074	moxifloxacin	152946	AFU25658.1	JX440358	Citrobacter freundii	546
ARO:3002762	QnrB47	ARO:3002762=ARO:3000419@ARO:3000659#ARO:3000659	gatifloxacin	5379	AFU25658.1	JX440358	Citrobacter freundii	546
ARO:3002762	QnrB47	ARO:3002762=ARO:3000419@ARO:3000661#ARO:3000661	nalidixic acid	4421	AFU25658.1	JX440358	Citrobacter freundii	546
ARO:3002762	QnrB47	ARO:3002762=ARO:3000419@ARO:3000662#ARO:3000662	norfloxacin	4539	AFU25658.1	JX440358	Citrobacter freundii	546
ARO:3002762	QnrB47	ARO:3002762=ARO:3000419@ARO:3000666#ARO:3000666	sparfloxacin	60464	AFU25658.1	JX440358	Citrobacter freundii	546
ARO:3002630	ANT(9)-Ia	ARO:3002630@ARO:0000039#ARO:0000039	spectinomycin	15541	AFU35063.1	JX560992	Staphylococcus aureus	1280
ARO:3003206	lsaE	ARO:3003206@ARO:3001317#ARO:3001317	pleuromutilin	31326	AFU35065.1	JX560992	Staphylococcus aureus	1280
ARO:3002775	QnrB62	ARO:3002775=ARO:3000419@ARO:0000036#ARO:0000036	ciprofloxacin	2764	AFY16910.1	JX987101	Citrobacter freundii	546
ARO:3002775	QnrB62	ARO:3002775=ARO:3000419@ARO:0000071#ARO:0000071	levofloxacin	149096	AFY16910.1	JX987101	Citrobacter freundii	546
ARO:3002775	QnrB62	ARO:3002775=ARO:3000419@ARO:0000074#ARO:0000074	moxifloxacin	152946	AFY16910.1	JX987101	Citrobacter freundii	546
ARO:3002775	QnrB62	ARO:3002775=ARO:3000419@ARO:3000659#ARO:3000659	gatifloxacin	5379	AFY16910.1	JX987101	Citrobacter freundii	546
ARO:3002775	QnrB62	ARO:3002775=ARO:3000419@ARO:3000661#ARO:3000661	nalidixic acid	4421	AFY16910.1	JX987101	Citrobacter freundii	546
ARO:3002775	QnrB62	ARO:3002775=ARO:3000419@ARO:3000662#ARO:3000662	norfloxacin	4539	AFY16910.1	JX987101	Citrobacter freundii	546
ARO:3002775	QnrB62	ARO:3002775=ARO:3000419@ARO:3000666#ARO:3000666	sparfloxacin	60464	AFY16910.1	JX987101	Citrobacter freundii	546
ARO:3002649	APH(3')-Va	ARO:3002649@ARO:0000021#ARO:0000021	ribostamycin	33042	AAA26699.1	K00432	Streptomyces fradiae	1906
ARO:3002649	APH(3')-Va	ARO:3002649@ARO:3000657#ARO:3000657	paromomycin	165580	AAA26699.1	K00432	Streptomyces fradiae	1906
ARO:3002672	cat86	ARO:3002672@ARO:3000382#ARO:3000382	azidamfenicol	62858	AAA22289.1	K00544	Bacillus pumilus	1408
ARO:3002672	cat86	ARO:3002672@ARO:3000385#ARO:3000385	chloramphenicol	5959	AAA22289.1	K00544	Bacillus pumilus	1408
ARO:3002672	cat86	ARO:3002672@ARO:3000456#ARO:3000456	thiamphenicol	27200	AAA22289.1	K00544	Bacillus pumilus	1408
ARO:3003687	APH(3')-VI	ARO:3003687@ARO:0000013#ARO:0000013	amikacin	37768	AGI04227.1	KC170992.1	Pseudomonas aeruginosa	287
ARO:3003687	APH(3')-VI	ARO:3003687@ARO:0000021#ARO:0000021	ribostamycin	33042	AGI04227.1	KC170992.1	Pseudomonas aeruginosa	287
ARO:3003687	APH(3')-VI	ARO:3003687@ARO:0000024#ARO:0000024	butirosin	39862	AGI04227.1	KC170992.1	Pseudomonas aeruginosa	287
ARO:3003687	APH(3')-VI	ARO:3003687@ARO:0000049#ARO:0000049	kanamycin A	6032	AGI04227.1	KC170992.1	Pseudomonas aeruginosa	287
ARO:3003687	APH(3')-VI	ARO:3003687@ARO:3000652#ARO:3000652	isepamicin	3755	AGI04227.1	KC170992.1	Pseudomonas aeruginosa	287
ARO:3003687	APH(3')-VI	ARO:3003687@ARO:3000655#ARO:3000655	gentamicin B	37569	AGI04227.1	KC170992.1	Pseudomonas aeruginosa	287
ARO:3003687	APH(3')-VI	ARO:3003687@ARO:3000657#ARO:3000657	paromomycin	165580	AGI04227.1	KC170992.1	Pseudomonas aeruginosa	287
ARO:3002853	arr-8	ARO:3002853=ARO:3000390@ARO:3000169#ARO:3000169	rifampin	5381226	AGC29882.1	KC199968	Klebsiella oxytoca	571
ARO:3002853	arr-8	ARO:3002853=ARO:3000390@ARO:3000517#ARO:3000517	rifaximin	6436173	AGC29882.1	KC199968	Klebsiella oxytoca	571
ARO:3002853	arr-8	ARO:3002853=ARO:3000390@ARO:3000530#ARO:3000530	rifabutin	6323490	AGC29882.1	KC199968	Klebsiella oxytoca	571
ARO:3002853	arr-8	ARO:3002853=ARO:3000390@ARO:3000534#ARO:3000534	rifapentine	6323497	AGC29882.1	KC199968	Klebsiella oxytoca	571
ARO:3002803	QnrVC6	ARO:3002803=ARO:3000419@ARO:0000036#ARO:0000036	ciprofloxacin	2764	AGH08253.1	KC202804	Vibrio parahaemolyticus	670
ARO:3002803	QnrVC6	ARO:3002803=ARO:3000419@ARO:0000071#ARO:0000071	levofloxacin	149096	AGH08253.1	KC202804	Vibrio parahaemolyticus	670
ARO:3002803	QnrVC6	ARO:3002803=ARO:3000419@ARO:0000074#ARO:0000074	moxifloxacin	152946	AGH08253.1	KC202804	Vibrio parahaemolyticus	670
ARO:3002803	QnrVC6	ARO:3002803=ARO:3000419@ARO:3000659#ARO:3000659	gatifloxacin	5379	AGH08253.1	KC202804	Vibrio parahaemolyticus	670
ARO:3002803	QnrVC6	ARO:3002803=ARO:3000419@ARO:3000661#ARO:3000661	nalidixic acid	4421	AGH08253.1	KC202804	Vibrio parahaemolyticus	670
ARO:3002803	QnrVC6	ARO:3002803=ARO:3000419@ARO:3000662#ARO:3000662	norfloxacin	4539	AGH08253.1	KC202804	Vibrio parahaemolyticus	670
ARO:3002803	QnrVC6	ARO:3002803=ARO:3000419@ARO:3000666#ARO:3000666	sparfloxacin	60464	AGH08253.1	KC202804	Vibrio parahaemolyticus	670
ARO:3000617	mecA	ARO:3000617@ARO:0000015#ARO:0000015	methicillin	6087	AGC51118.1	KC243783	Staphylococcus aureus	1280
ARO:3002829	vgaA	ARO:3002829=ARO:3000113@ARO:3001317#ARO:3001317	pleuromutilin	31326	AGN33258.1	KC539823	Staphylococcus epidermidis	1282
ARO:3002548	AAC(6')-IId	ARO:3002548=ARO:3000345@ARO:0000005#ARO:0000005	neomycin	8378	AGL46466.1	KC543497.1	Pseudomonas aeruginosa PA96	1457392
ARO:3002548	AAC(6')-IId	ARO:3002548=ARO:3000345@ARO:0000007#ARO:0000007	dibekacin	3021	AGL46466.1	KC543497.1	Pseudomonas aeruginosa PA96	1457392
ARO:3002548	AAC(6')-IId	ARO:3002548=ARO:3000345@ARO:0000013#ARO:0000013	amikacin	37768	AGL46466.1	KC543497.1	Pseudomonas aeruginosa PA96	1457392
ARO:3002548	AAC(6')-IId	ARO:3002548=ARO:3000345@ARO:0000035#ARO:0000035	sisomicin	36119	AGL46466.1	KC543497.1	Pseudomonas aeruginosa PA96	1457392
ARO:3002548	AAC(6')-IId	ARO:3002548=ARO:3000345@ARO:0000038#ARO:0000038	netilmicin	41859	AGL46466.1	KC543497.1	Pseudomonas aeruginosa PA96	1457392
ARO:3002548	AAC(6')-IId	ARO:3002548=ARO:3000345@ARO:0000049#ARO:0000049	kanamycin A	6032	AGL46466.1	KC543497.1	Pseudomonas aeruginosa PA96	1457392
ARO:3002548	AAC(6')-IId	ARO:3002548=ARO:3000345@ARO:0000052#ARO:0000052	tobramycin	36294	AGL46466.1	KC543497.1	Pseudomonas aeruginosa PA96	1457392
ARO:3002548	AAC(6')-IId	ARO:3002548=ARO:3000345@ARO:3000652#ARO:3000652	isepamicin	3755	AGL46466.1	KC543497.1	Pseudomonas aeruginosa PA96	1457392
ARO:3002548	AAC(6')-IId	ARO:3002548=ARO:3000345@ARO:3000654#ARO:3000654	arbekacin	68682	AGL46466.1	KC543497.1	Pseudomonas aeruginosa PA96	1457392
ARO:3002548	AAC(6')-IId	ARO:3002548=ARO:3000345@ARO:3000655#ARO:3000655	gentamicin B	37569	AGL46466.1	KC543497.1	Pseudomonas aeruginosa PA96	1457392
ARO:3002776	QnrB64	ARO:3002776=ARO:3000419@ARO:0000036#ARO:0000036	ciprofloxacin	2764	AGL43625.1	KC580653	Citrobacter freundii	546
ARO:3002776	QnrB64	ARO:3002776=ARO:3000419@ARO:0000071#ARO:0000071	levofloxacin	149096	AGL43625.1	KC580653	Citrobacter freundii	546
ARO:3002776	QnrB64	ARO:3002776=ARO:3000419@ARO:0000074#ARO:0000074	moxifloxacin	152946	AGL43625.1	KC580653	Citrobacter freundii	546
ARO:3002776	QnrB64	ARO:3002776=ARO:3000419@ARO:3000659#ARO:3000659	gatifloxacin	5379	AGL43625.1	KC580653	Citrobacter freundii	546
ARO:3002776	QnrB64	ARO:3002776=ARO:3000419@ARO:3000661#ARO:3000661	nalidixic acid	4421	AGL43625.1	KC580653	Citrobacter freundii	546
ARO:3002776	QnrB64	ARO:3002776=ARO:3000419@ARO:3000662#ARO:3000662	norfloxacin	4539	AGL43625.1	KC580653	Citrobacter freundii	546
ARO:3002776	QnrB64	ARO:3002776=ARO:3000419@ARO:3000666#ARO:3000666	sparfloxacin	60464	AGL43625.1	KC580653	Citrobacter freundii	546
ARO:3002777	QnrB65	ARO:3002777=ARO:3000419@ARO:0000036#ARO:0000036	ciprofloxacin	2764	AGL43626.1	KC580654	Citrobacter freundii	546
ARO:3002777	QnrB65	ARO:3002777=ARO:3000419@ARO:0000071#ARO:0000071	levofloxacin	149096	AGL43626.1	KC580654	Citrobacter freundii	546
ARO:3002777	QnrB65	ARO:3002777=ARO:3000419@ARO:0000074#ARO:0000074	moxifloxacin	152946	AGL43626.1	KC580654	Citrobacter freundii	546
ARO:3002777	QnrB65	ARO:3002777=ARO:3000419@ARO:3000659#ARO:3000659	gatifloxacin	5379	AGL43626.1	KC580654	Citrobacter freundii	546
ARO:3002777	QnrB65	ARO:3002777=ARO:3000419@ARO:3000661#ARO:3000661	nalidixic acid	4421	AGL43626.1	KC580654	Citrobacter freundii	546
ARO:3002777	QnrB65	ARO:3002777=ARO:3000419@ARO:3000662#ARO:3000662	norfloxacin	4539	AGL43626.1	KC580654	Citrobacter freundii	546
ARO:3002777	QnrB65	ARO:3002777=ARO:3000419@ARO:3000666#ARO:3000666	sparfloxacin	60464	AGL43626.1	KC580654	Citrobacter freundii	546
ARO:3002778	QnrB66	ARO:3002778=ARO:3000419@ARO:0000036#ARO:0000036	ciprofloxacin	2764	AGL43627.1	KC580655	Citrobacter freundii	546
ARO:3002778	QnrB66	ARO:3002778=ARO:3000419@ARO:0000071#ARO:0000071	levofloxacin	149096	AGL43627.1	KC580655	Citrobacter freundii	546
ARO:3002778	QnrB66	ARO:3002778=ARO:3000419@ARO:0000074#ARO:0000074	moxifloxacin	152946	AGL43627.1	KC580655	Citrobacter freundii	546
ARO:3002778	QnrB66	ARO:3002778=ARO:3000419@ARO:3000659#ARO:3000659	gatifloxacin	5379	AGL43627.1	KC580655	Citrobacter freundii	546
ARO:3002778	QnrB66	ARO:3002778=ARO:3000419@ARO:3000661#ARO:3000661	nalidixic acid	4421	AGL43627.1	KC580655	Citrobacter freundii	546
ARO:3002778	QnrB66	ARO:3002778=ARO:3000419@ARO:3000662#ARO:3000662	norfloxacin	4539	AGL43627.1	KC580655	Citrobacter freundii	546
ARO:3002778	QnrB66	ARO:3002778=ARO:3000419@ARO:3000666#ARO:3000666	sparfloxacin	60464	AGL43627.1	KC580655	Citrobacter freundii	546
ARO:3002779	QnrB67	ARO:3002779=ARO:3000419@ARO:0000036#ARO:0000036	ciprofloxacin	2764	AGL43628.1	KC580656	Citrobacter braakii	57706
ARO:3002779	QnrB67	ARO:3002779=ARO:3000419@ARO:0000071#ARO:0000071	levofloxacin	149096	AGL43628.1	KC580656	Citrobacter braakii	57706
ARO:3002779	QnrB67	ARO:3002779=ARO:3000419@ARO:0000074#ARO:0000074	moxifloxacin	152946	AGL43628.1	KC580656	Citrobacter braakii	57706
ARO:3002779	QnrB67	ARO:3002779=ARO:3000419@ARO:3000659#ARO:3000659	gatifloxacin	5379	AGL43628.1	KC580656	Citrobacter braakii	57706
ARO:3002779	QnrB67	ARO:3002779=ARO:3000419@ARO:3000661#ARO:3000661	nalidixic acid	4421	AGL43628.1	KC580656	Citrobacter braakii	57706
ARO:3002779	QnrB67	ARO:3002779=ARO:3000419@ARO:3000662#ARO:3000662	norfloxacin	4539	AGL43628.1	KC580656	Citrobacter braakii	57706
ARO:3002779	QnrB67	ARO:3002779=ARO:3000419@ARO:3000666#ARO:3000666	sparfloxacin	60464	AGL43628.1	KC580656	Citrobacter braakii	57706
ARO:3002780	QnrB68	ARO:3002780=ARO:3000419@ARO:0000036#ARO:0000036	ciprofloxacin	2764	AGL43629.1	KC580657	Citrobacter braakii	57706
ARO:3002780	QnrB68	ARO:3002780=ARO:3000419@ARO:0000071#ARO:0000071	levofloxacin	149096	AGL43629.1	KC580657	Citrobacter braakii	57706
ARO:3002780	QnrB68	ARO:3002780=ARO:3000419@ARO:0000074#ARO:0000074	moxifloxacin	152946	AGL43629.1	KC580657	Citrobacter braakii	57706
ARO:3002780	QnrB68	ARO:3002780=ARO:3000419@ARO:3000659#ARO:3000659	gatifloxacin	5379	AGL43629.1	KC580657	Citrobacter braakii	57706
ARO:3002780	QnrB68	ARO:3002780=ARO:3000419@ARO:3000661#ARO:3000661	nalidixic acid	4421	AGL43629.1	KC580657	Citrobacter braakii	57706
ARO:3002780	QnrB68	ARO:3002780=ARO:3000419@ARO:3000662#ARO:3000662	norfloxacin	4539	AGL43629.1	KC580657	Citrobacter braakii	57706
ARO:3002780	QnrB68	ARO:3002780=ARO:3000419@ARO:3000666#ARO:3000666	sparfloxacin	60464	AGL43629.1	KC580657	Citrobacter braakii	57706
ARO:3002781	QnrB69	ARO:3002781=ARO:3000419@ARO:0000036#ARO:0000036	ciprofloxacin	2764	AGL43630.1	KC580658	Citrobacter freundii	546
ARO:3002781	QnrB69	ARO:3002781=ARO:3000419@ARO:0000071#ARO:0000071	levofloxacin	149096	AGL43630.1	KC580658	Citrobacter freundii	546
ARO:3002781	QnrB69	ARO:3002781=ARO:3000419@ARO:0000074#ARO:0000074	moxifloxacin	152946	AGL43630.1	KC580658	Citrobacter freundii	546
ARO:3002781	QnrB69	ARO:3002781=ARO:3000419@ARO:3000659#ARO:3000659	gatifloxacin	5379	AGL43630.1	KC580658	Citrobacter freundii	546
ARO:3002781	QnrB69	ARO:3002781=ARO:3000419@ARO:3000661#ARO:3000661	nalidixic acid	4421	AGL43630.1	KC580658	Citrobacter freundii	546
ARO:3002781	QnrB69	ARO:3002781=ARO:3000419@ARO:3000662#ARO:3000662	norfloxacin	4539	AGL43630.1	KC580658	Citrobacter freundii	546
ARO:3002781	QnrB69	ARO:3002781=ARO:3000419@ARO:3000666#ARO:3000666	sparfloxacin	60464	AGL43630.1	KC580658	Citrobacter freundii	546
ARO:3002782	QnrB70	ARO:3002782=ARO:3000419@ARO:0000036#ARO:0000036	ciprofloxacin	2764	AGL43631.1	KC580659	Citrobacter braakii	57706
ARO:3002782	QnrB70	ARO:3002782=ARO:3000419@ARO:0000071#ARO:0000071	levofloxacin	149096	AGL43631.1	KC580659	Citrobacter braakii	57706
ARO:3002782	QnrB70	ARO:3002782=ARO:3000419@ARO:0000074#ARO:0000074	moxifloxacin	152946	AGL43631.1	KC580659	Citrobacter braakii	57706
ARO:3002782	QnrB70	ARO:3002782=ARO:3000419@ARO:3000659#ARO:3000659	gatifloxacin	5379	AGL43631.1	KC580659	Citrobacter braakii	57706
ARO:3002782	QnrB70	ARO:3002782=ARO:3000419@ARO:3000661#ARO:3000661	nalidixic acid	4421	AGL43631.1	KC580659	Citrobacter braakii	57706
ARO:3002782	QnrB70	ARO:3002782=ARO:3000419@ARO:3000662#ARO:3000662	norfloxacin	4539	AGL43631.1	KC580659	Citrobacter braakii	57706
ARO:3002782	QnrB70	ARO:3002782=ARO:3000419@ARO:3000666#ARO:3000666	sparfloxacin	60464	AGL43631.1	KC580659	Citrobacter braakii	57706
ARO:3002783	QnrB71	ARO:3002783=ARO:3000419@ARO:0000036#ARO:0000036	ciprofloxacin	2764	AGL43632.1	KC580660	Citrobacter braakii	57706
ARO:3002783	QnrB71	ARO:3002783=ARO:3000419@ARO:0000071#ARO:0000071	levofloxacin	149096	AGL43632.1	KC580660	Citrobacter braakii	57706
ARO:3002783	QnrB71	ARO:3002783=ARO:3000419@ARO:0000074#ARO:0000074	moxifloxacin	152946	AGL43632.1	KC580660	Citrobacter braakii	57706
ARO:3002783	QnrB71	ARO:3002783=ARO:3000419@ARO:3000659#ARO:3000659	gatifloxacin	5379	AGL43632.1	KC580660	Citrobacter braakii	57706
ARO:3002783	QnrB71	ARO:3002783=ARO:3000419@ARO:3000661#ARO:3000661	nalidixic acid	4421	AGL43632.1	KC580660	Citrobacter braakii	57706
ARO:3002783	QnrB71	ARO:3002783=ARO:3000419@ARO:3000662#ARO:3000662	norfloxacin	4539	AGL43632.1	KC580660	Citrobacter braakii	57706
ARO:3002783	QnrB71	ARO:3002783=ARO:3000419@ARO:3000666#ARO:3000666	sparfloxacin	60464	AGL43632.1	KC580660	Citrobacter braakii	57706
ARO:3003749	salA	ARO:3003749@ARO:3001317#ARO:3001317	pleuromutilin	31326	AGN74946	KC693025	Staphylococcus sciuri subsp. sciuri	147467
ARO:3002784	QnrB72	ARO:3002784=ARO:3000419@ARO:0000036#ARO:0000036	ciprofloxacin	2764	AGN92479.1	KC741443	Citrobacter sp. TR21_24	1344960
ARO:3002784	QnrB72	ARO:3002784=ARO:3000419@ARO:0000071#ARO:0000071	levofloxacin	149096	AGN92479.1	KC741443	Citrobacter sp. TR21_24	1344960
